id;total_personas;personas15_65;personas65;padron;long;lat;urbano
3508;101;69;12;81;-70,76858908;-33,53277001;1
3509;110;84;9;93;-70,76552531;-33,54415557;1
3510;66;47;0;47;-70,79874405;-33,53218599;1
3511;30;19;7;26;-70,77234103;-33,54382894;1
3512;80;63;5;68;-70,78457969;-33,5323427;1
3513;77;54;8;62;-70,77348204;-33,54396123;1
3514;125;96;12;108;-70,7782268;-33,53243135;1
3515;85;66;9;75;-70,76968011;-33,54396485;1
3516;67;43;5;48;-70,78352388;-33,54375672;1
3517;88;64;11;75;-70,77582494;-33,54402704;1
3518;38;30;0;30;-70,76734604;-33,54419044;1
3519;68;43;13;56;-70,76475706;-33,5441785;1
3520;52;42;0;42;-70,77127485;-33,54413601;1
3521;75;44;11;55;-70,77286635;-33,54423866;1
3522;105;75;14;89;-70,7634491;-33,54435379;1
3523;118;83;4;87;-70,78518392;-33,54417472;1
3524;71;47;0;47;-70,78384924;-33,54398285;1
3525;24;15;0;15;-70,77685157;-33,54400457;0
3526;77;52;14;66;-70,77508731;-33,54439634;1
3527;76;55;9;64;-70,76987777;-33,54426675;1
3528;148;100;28;128;-70,76574182;-33,54451759;1
3529;24;20;0;20;-70,77173184;-33,54410628;0
3530;280;188;15;203;-70,78661722;-33,54465712;1
3531;40;29;0;29;-70,77089495;-33,54430732;1
3532;100;78;7;85;-70,77604833;-33,5443668;1
3533;52;35;5;40;-70,77243995;-33,54443104;1
3534;56;37;6;43;-70,76873006;-33,5444023;1
3535;92;64;7;71;-70,77414282;-33,5443801;1
3536;57;42;0;42;-70,78420868;-33,54423256;1
3537;75;54;4;58;-70,78318797;-33,54428177;1
3538;77;60;12;72;-70,76757669;-33,54455232;1
3539;129;78;18;96;-70,76365921;-33,54468305;1
3540;52;39;0;39;-70,77048772;-33,54451948;1
3541;66;52;6;58;-70,77206448;-33,54460457;1
3542;119;75;22;97;-70,76594369;-33,54484963;1
3543;31;20;0;20;-70,79096872;-33,54577861;0
3544;68;51;0;51;-70,76892914;-33,54470621;1
3545;40;29;5;34;-70,77011084;-33,54469172;1
3546;77;50;8;58;-70,77169752;-33,54477036;1
3547;55;36;11;47;-70,77434708;-33,54469668;1
3548;68;48;0;48;-70,78469413;-33,54457182;1
3549;245;173;11;184;-70,76218365;-33,54538905;1
3550;114;76;11;87;-70,76389021;-33,54498514;1
3551;79;58;9;67;-70,76779053;-33,54486609;1
3552;70;46;6;52;-70,77131804;-33,5449442;1
3553;52;38;4;42;-70,76974185;-33,54485932;1
3554;14;11;0;11;-70,7730746;-33,54530835;0
3555;199;137;0;137;-70,78460981;-33,5452678;1
3556;168;133;17;150;-70,76683587;-33,54529862;1
3557;82;54;14;68;-70,77456672;-33,54503682;1
3558;60;45;0;45;-70,77088853;-33,54513757;1
3559;118;84;16;100;-70,76411567;-33,54528985;1
3560;68;40;0;40;-70,78518489;-33,54490349;1
3561;81;64;5;69;-70,76798376;-33,54517988;1
3562;121;86;4;90;-70,78661001;-33,54515853;1
3563;985;686;37;723;-70,77315006;-33,54740489;1
3564;65;44;9;53;-70,7705127;-33,54531009;1
3565;466;332;0;332;-70,76071141;-33,54608844;1
3566;101;80;9;89;-70,76577772;-33,54541276;1
3567;48;38;0;38;-70,78554539;-33,54515705;1
3568;62;40;13;53;-70,77014426;-33,54547911;1
3569;104;84;9;93;-70,76431265;-33,54561661;1
3570;152;113;10;123;-70,7551343;-33,55045596;1
3571;169;113;8;121;-70,76255427;-33,54586627;1
3572;99;67;9;76;-70,77228754;-33,54567474;1
3573;113;79;0;79;-70,78789737;-33,54557701;1
3574;66;53;0;53;-70,76823446;-33,54550375;1
3575;57;41;7;48;-70,76975385;-33,54565011;1
3576;81;62;0;62;-70,76923395;-33,54576832;1
3577;64;43;0;43;-70,78586889;-33,54539148;1
3578;115;81;18;99;-70,77190297;-33,54584478;1
3579;125;104;10;114;-70,76597099;-33,54572609;1
3580;263;184;14;198;-70,77702254;-33,54956507;1
3581;145;111;9;120;-70,76467927;-33,5459196;1
3582;110;79;8;87;-70,76837392;-33,54581997;1
3583;66;41;15;56;-70,77102792;-33,54579742;1
3584;45;35;0;35;-70,7862045;-33,54560674;1
3585;100;74;0;74;-70,76278862;-33,54606373;1
3586;124;80;0;80;-70,77560551;-33,54600894;1
3587;89;57;0;57;-70,76142492;-33,54604477;1
3588;47;34;0;34;-70,76745457;-33,54585705;1
3589;126;87;17;104;-70,76616874;-33,54603414;1
3590;110;88;5;93;-70,76855924;-33,54610115;1
3591;153;118;7;125;-70,76488014;-33,54624117;1
3592;135;97;16;113;-70,76732664;-33,54647163;1
3593;105;72;6;78;-70,75910221;-33,54634307;1
3594;93;65;5;70;-70,77123767;-33,54611419;1
3595;84;63;0;63;-70,76294968;-33,54629958;1
3596;73;48;10;58;-70,77026312;-33,54614655;1
3597;209;143;4;147;-70,76106522;-33,54652441;1
3598;48;34;5;39;-70,7676402;-33,54614367;1
3599;64;40;0;40;-70,77581795;-33,54634364;1
3600;116;80;4;84;-70,76483338;-33,54767813;1
3601;76;62;7;69;-70,76637919;-33,54638492;1
3602;44;30;0;30;-70,78691269;-33,54604134;1
3603;900;607;15;622;-70,79088034;-33,54867085;1
3604;97;73;8;81;-70,76874787;-33,54639171;1
3605;140;106;8;114;-70,765078;-33,54655249;1
3606;108;75;6;81;-70,75928387;-33,54661465;1
3607;68;48;7;55;-70,77146532;-33,54646033;1
3608;159;102;0;102;-70,76345691;-33,54675091;1
3609;65;52;8;60;-70,77047002;-33,54646616;1
3610;48;42;0;42;-70,76782627;-33,54643021;1
3611;59;45;4;49;-70,76976843;-33,54657477;1
3612;63;45;0;45;-70,77651238;-33,54651127;1
3613;69;52;10;62;-70,76660344;-33,54671325;1
3614;77;56;0;56;-70,75961218;-33,54708983;1
3615;114;90;7;97;-70,76898125;-33,54674268;1
3616;90;67;10;77;-70,76528759;-33,54687943;1
3617;82;53;0;53;-70,75933696;-33,54689909;1
3618;29;20;5;25;-70,76801455;-33,54672697;1
3619;82;53;0;53;-70,77392965;-33,54683963;1
3620;56;43;0;43;-70,77069762;-33,54681354;1
3621;399;277;24;301;-70,77263315;-33,54768159;1
3622;125;79;22;101;-70,76689147;-33,54712185;1
3623;176;118;0;118;-70,76165148;-33,54727322;1
3624;65;43;0;43;-70,77564;-33,54689911;1
3625;84;75;4;79;-70,76918115;-33,54706095;1
3626;33;21;0;21;-70,7634043;-33,54712487;1
3627;75;56;4;60;-70,76547591;-33,54717131;1
3628;96;61;0;61;-70,77413884;-33,5471458;1
3629;113;77;0;77;-70,75978068;-33,5473262;1
3630;76;57;4;61;-70,76815884;-33,54715096;1
3631;177;126;0;126;-70,76183245;-33,54753265;1
3632;80;62;0;62;-70,76356655;-33,5473735;1
3633;82;61;6;67;-70,76567147;-33,54745593;1
3634;339;234;17;251;-70,77183027;-33,5480832;1
3635;101;78;8;86;-70,76940076;-33,54740853;1
3636;156;101;7;108;-70,75996572;-33,54768121;1
3637;72;60;8;68;-70,7672883;-33,54756068;1
3638;120;86;0;86;-70,7743455;-33,54746536;1
3639;173;124;0;124;-70,76199291;-33,54777644;1
3640;56;38;6;44;-70,76838077;-33,54748023;1
3641;153;101;5;106;-70,7637936;-33,54772553;1
3642;274;189;9;198;-70,79180453;-33,54777874;1
3643;91;60;10;70;-70,76586391;-33,54774889;1
3644;351;237;19;256;-70,77051293;-33,54869015;1
3645;111;75;4;79;-70,76221177;-33,54829851;1
3646;104;72;0;72;-70,76019132;-33,54794869;1
3647;87;70;0;70;-70,76751481;-33,54788939;1
3648;55;45;4;49;-70,76859371;-33,54780363;1
3649;444;300;14;314;-70,77149611;-33,5495044;1
3650;98;79;0;79;-70,76612226;-33,54811847;1
3651;112;75;6;81;-70,79474414;-33,54772099;1
3652;414;281;7;288;-70,76312341;-33,54853586;1
3653;107;68;0;68;-70,76076008;-33,54817244;1
3654;84;63;11;74;-70,76772869;-33,54821022;1
3655;285;206;9;215;-70,77357279;-33,54923528;1
3656;75;51;13;64;-70,78257388;-33,55032568;1
3657;170;114;0;114;-70,76243744;-33,54848216;1
3658;155;108;0;108;-70,79566843;-33,54796031;1
3659;347;226;6;232;-70,76059621;-33,5499455;1
3660;390;259;8;267;-70,76923695;-33,54931508;1
3661;35;26;0;26;-70,76456964;-33,54831317;1
3662;98;75;5;80;-70,76635142;-33,54844857;1
3663;149;109;4;113;-70,79529507;-33,54817596;1
3664;481;323;7;330;-70,77014642;-33,54943482;1
3665;46;33;0;33;-70,76420883;-33,54848044;1
3666;96;78;6;84;-70,76556032;-33,54880266;1
3667;89;64;0;64;-70,76068246;-33,54868053;1
3668;87;70;5;75;-70,76656598;-33,54876485;1
3669;77;48;0;48;-70,76370024;-33,548718;1
3670;148;100;4;104;-70,79496034;-33,54840091;1
3671;79;59;0;59;-70,76493278;-33,54886366;1
3672;169;109;0;109;-70,7609039;-33,549237;1
3673;267;188;4;192;-70,76765804;-33,54916699;1
3674;77;60;0;60;-70,79464322;-33,54864933;1
3675;34;21;4;25;-70,76448895;-33,54889342;1
3676;48;39;0;39;-70,76319098;-33,54895113;1
3677;76;51;0;51;-70,79634786;-33,54851457;1
3678;531;361;12;373;-70,76953125;-33,55088152;1
3679;440;324;23;347;-70,79373107;-33,55196205;1
3680;78;51;7;58;-70,79665611;-33,54878025;1
3681;170;113;5;118;-70,76707388;-33,54952167;1
3682;133;97;0;97;-70,79556967;-33,54904587;1
3683;141;98;0;98;-70,76417512;-33,54948854;1
3684;40;24;0;24;-70,76343814;-33,5493761;1
3685;359;245;18;263;-70,76403332;-33,54996068;1
3686;172;118;4;122;-70,79584418;-33,54933273;1
3687;31;25;0;25;-70,76263218;-33,54991155;1
3688;119;82;4;86;-70,76588132;-33,54994495;1
3689;163;122;6;128;-70,76710487;-33,55019295;1
3690;489;345;11;356;-70,7963872;-33,5498997;1
3691;177;131;6;137;-70,79452352;-33,54976995;1
3692;350;245;17;262;-70,76861354;-33,55679157;1
3693;194;140;7;147;-70,79764085;-33,55015221;1
3694;188;120;8;128;-70,79479501;-33,5500606;1
3695;73;52;0;52;-70,7658045;-33,55057969;1
3696;151;107;12;119;-70,7842688;-33,55261646;1
3697;65;48;0;48;-70,76542043;-33,55076125;1
3698;519;359;9;368;-70,79533951;-33,55062591;1
3699;51;35;0;35;-70,76711848;-33,55055495;1
3700;58;36;0;36;-70,76730054;-33,55083397;1
3701;53;36;0;36;-70,76419438;-33,55098455;1
3702;171;120;0;120;-70,76815573;-33,55096542;1
3703;85;57;4;61;-70,76677129;-33,55132157;1
3704;114;70;0;70;-70,76220492;-33,55139958;1
3705;64;38;0;38;-70,76441812;-33,55129938;1
3706;71;45;0;45;-70,76601166;-33,55127682;1
3707;212;143;5;148;-70,76376375;-33,55158606;1
3708;173;124;12;136;-70,76814561;-33,55176133;1
3709;230;162;0;162;-70,79634741;-33,55163046;1
3710;107;72;0;72;-70,76319368;-33,55186457;1
3711;38;26;0;26;-70,7662252;-33,55159569;1
3712;57;36;4;40;-70,76230888;-33,55183925;1
3713;0;0;0;0;-70,76019849;-33,552547;0
3714;111;75;0;75;-70,79549108;-33,55184663;1
3715;68;46;0;46;-70,76641963;-33,55187813;1
3716;44;26;4;30;-70,76500334;-33,5518924;1
3717;165;114;4;118;-70,76863917;-33,55219979;1
3718;48;37;0;37;-70,7666522;-33,55219421;1
3719;51;37;0;37;-70,7697788;-33,55233375;1
3720;176;120;5;125;-70,76918186;-33,5528808;1
3721;168;109;0;109;-70,79711084;-33,55223535;1
3722;178;125;0;125;-70,79690516;-33,55249255;1
3723;103;77;16;93;-70,77356147;-33,5556711;1
3724;406;273;7;280;-70,76669616;-33,55370102;1
3725;54;36;0;36;-70,76949882;-33,55278569;1
3726;177;118;5;123;-70,79669924;-33,55274998;1
3727;208;132;4;136;-70,79645298;-33,55300323;1
3728;61;37;0;37;-70,76714576;-33,55328768;1
3729;163;110;4;114;-70,76917365;-33,55376691;1
3730;62;38;0;38;-70,76782053;-33,55393701;1
3731;83;56;0;56;-70,76633767;-33,55396134;1
3732;263;178;5;183;-70,76554785;-33,55430924;1
3733;129;109;4;113;-70,79272061;-33,55388584;1
3734;59;39;0;39;-70,7659709;-33,55412359;1
3735;64;44;0;44;-70,76513871;-33,55449001;1
3736;26;15;0;15;-70,76475664;-33,55465154;0
3737;67;55;0;55;-70,79085307;-33,55447132;1
3738;72;60;0;60;-70,7905017;-33,55468033;1
3739;242;186;19;205;-70,79240738;-33,55561988;1
3740;0;0;0;0;-70,7962559;-33,55511432;0
3741;58;42;9;51;-70,79014466;-33,55488433;1
3742;28;0;0;0;-70,78965303;-33,5551504;0
3743;38;31;0;31;-70,79265778;-33,55502473;1
3744;233;180;14;194;-70,79154851;-33,55626474;1
3745;153;115;16;131;-70,79515001;-33,55505368;1
3746;82;60;0;60;-70,79059671;-33,55536858;1
3747;85;65;5;70;-70,78918303;-33,5554445;1
3748;23;0;10;10;-70,7947957;-33,55549355;0
3749;82;67;4;71;-70,79084604;-33,55565261;1
3750;68;46;9;55;-70,79510996;-33,55568139;1
3751;56;38;0;38;-70,7884215;-33,5559416;1
3752;182;130;23;153;-70,79358581;-33,55672019;1
3753;51;37;8;45;-70,7897649;-33,55585025;1
3754;61;45;0;45;-70,7965934;-33,55585519;1
3755;87;61;4;65;-70,79117347;-33,55591142;1
3756;56;44;0;44;-70,79543772;-33,55588617;1
3757;74;60;0;60;-70,78805688;-33,55615689;1
3758;65;49;8;57;-70,7940304;-33,55612504;1
3759;67;53;7;60;-70,79630185;-33,55611279;1
3760;62;48;0;48;-70,78770738;-33,55636341;1
3761;209;157;18;175;-70,78993648;-33,55699248;1
3762;86;69;7;76;-70,79433904;-33,55635387;1
3763;79;61;7;68;-70,79600789;-33,55637197;1
3764;169;120;11;131;-70,77734649;-33,55806182;1
3765;39;31;0;31;-70,79021848;-33,55648698;1
3766;20;14;0;14;-70,78718871;-33,55664414;0
3767;205;148;24;172;-70,79493244;-33,55779699;1
3768;265;202;24;226;-70,78969991;-33,55753545;1
3769;77;62;8;70;-70,79463302;-33,55659014;1
3770;24;17;4;21;-70,7956318;-33,55671212;1
3771;76;51;13;64;-70,78813134;-33,55686728;1
3772;70;54;9;63;-70,78666902;-33,55691214;1
3773;193;132;34;166;-70,79277711;-33,55664364;1
3774;80;57;9;66;-70,79523065;-33,55704437;1
3775;100;80;4;84;-70,7883916;-33,55716129;1
3776;43;32;5;37;-70,78531666;-33,55724929;1
3777;69;61;0;61;-70,7949349;-33,55729905;1
3778;78;62;10;72;-70,79247763;-33,55739507;1
3779;65;53;0;53;-70,7872756;-33,5573577;1
3780;22;0;0;0;-70,78476756;-33,55753318;0
3781;69;60;4;64;-70,78863729;-33,55745062;1
3782;84;61;12;73;-70,79281811;-33,55764689;1
3783;78;66;6;72;-70,78887577;-33,55774354;1
3784;46;32;6;38;-70,78751848;-33,55765754;1
3785;233;171;30;201;-70,78763396;-33,55868961;1
3786;300;215;37;252;-70,78653587;-33,55808693;1
3787;166;120;23;143;-70,79146253;-33,55847347;1
3788;82;58;8;66;-70,79312436;-33,55791291;1
3789;62;42;10;52;-70,7942872;-33,55786953;1
3790;96;67;0;67;-70,78282454;-33,55827828;1
3791;52;37;0;37;-70,78775183;-33,5579322;1
3792;67;54;6;60;-70,79174465;-33,55799695;1
3793;61;41;12;53;-70,79398843;-33,55812785;1
3794;69;46;0;46;-70,78234589;-33,55857974;1
3795;79;63;6;69;-70,78559588;-33,55838265;1
3796;258;196;34;230;-70,7848882;-33,55911138;1
3797;42;32;4;36;-70,78798271;-33,55821688;1
3798;93;61;0;61;-70,78189383;-33,5587323;1
3799;51;41;0;41;-70,79210211;-33,55827727;1
3800;80;58;9;67;-70,79369609;-33,55838436;1
3801;209;153;19;172;-70,79056701;-33,55836792;1
3802;156;104;29;133;-70,79280686;-33,55954756;1
3803;96;70;8;78;-70,78583433;-33,55874887;1
3804;46;32;5;37;-70,78823029;-33,55852066;1
3805;62;51;5;56;-70,79241819;-33,55852528;1
3806;49;34;0;34;-70,78057049;-33,55872233;1
3807;24;0;0;0;-70,79330181;-33,55875803;0
3808;156;106;26;132;-70,77077656;-33,56224276;1
3809;48;30;10;40;-70,78408763;-33,55928196;1
3810;87;69;7;76;-70,78607701;-33,55911101;1
3811;101;79;7;86;-70,79092899;-33,55919083;1
3812;42;27;0;27;-70,7808616;-33,55924438;1
3813;79;52;10;62;-70,79287608;-33,55910649;1
3814;98;62;19;81;-70,78630518;-33,55949261;1
3815;46;33;9;42;-70,79001533;-33,55929679;1
3816;191;136;8;144;-70,77921855;-33,56002855;1
3817;51;39;7;46;-70,79055521;-33,55949256;1
3818;193;134;31;165;-70,78901159;-33,56049804;1
3819;81;53;6;59;-70,79218865;-33,55969212;1
3820;48;31;0;31;-70,7776372;-33,55995529;1
3821;37;26;7;33;-70,79016579;-33,55982966;1
3822;163;117;21;138;-70,78958481;-33,56045914;1
3823;78;58;14;72;-70,79073245;-33,56000611;1
3824;70;54;0;54;-70,79188799;-33,55996265;1
3825;569;400;30;430;-70,78309788;-33,56176286;1
3826;43;28;0;28;-70,7897738;-33,56011972;1
3827;85;64;7;71;-70,79159375;-33,56022235;1
3828;45;32;0;32;-70,77641805;-33,56032847;1
3829;208;153;18;171;-70,79048948;-33,56168243;1
3830;38;30;0;30;-70,77798022;-33,56050463;1
3831;217;171;26;197;-70,78756807;-33,56068474;1
3832;76;60;9;69;-70,79129919;-33,56048453;1
3833;45;40;0;40;-70,7831116;-33,56056318;1
3834;50;32;9;41;-70,79090266;-33,56084252;1
3835;101;71;9;80;-70,78273219;-33,56111509;1
3836;101;82;9;91;-70,78391208;-33,56099094;1
3837;42;24;0;24;-70,77488933;-33,56096453;1
3838;1585;1124;78;1202;-70,77718559;-33,56279649;1
3839;92;64;13;77;-70,78777243;-33,56103738;1
3840;29;21;0;21;-70,77685491;-33,56099903;1
3841;260;184;33;217;-70,78340359;-33,56210643;1
3842;92;63;12;75;-70,79049376;-33,56119536;1
3843;24;17;0;17;-70,78193762;-33,56157349;0
3844;87;67;10;77;-70,78810023;-33,56128191;1
3845;177;128;25;153;-70,78687851;-33,56225536;1
3846;72;54;0;54;-70,78840762;-33,56152853;1
3847;41;27;0;27;-70,77526649;-33,56166327;1
3848;49;42;5;47;-70,78702423;-33,56164212;1
3849;182;125;33;158;-70,78427431;-33,56261574;1
3850;81;61;0;61;-70,77944271;-33,56178426;1
3851;84;58;9;67;-70,78870878;-33,56177574;1
3852;69;45;0;45;-70,78987269;-33,56171936;1
3853;133;91;19;110;-70,78371933;-33,56238041;1
3854;52;34;6;40;-70,7873583;-33,56190639;1
3855;85;65;8;73;-70,78957601;-33,5619775;1
3856;288;211;34;245;-70,7859107;-33,56206949;1
3857;52;39;0;39;-70,78767128;-33,56215379;1
3858;75;52;12;64;-70,78927942;-33,56223723;1
3859;59;39;0;39;-70,78042762;-33,56253328;1
3860;69;54;0;54;-70,77800283;-33,56239797;1
3861;187;137;18;155;-70,78833745;-33,56342653;1
3862;46;34;0;34;-70,78798986;-33,56240259;1
3863;20;15;5;20;-70,78886348;-33,56261579;0
3864;57;35;4;39;-70,77993269;-33,56268733;1
3865;47;30;0;30;-70,77948296;-33,56287296;1
3866;119;88;11;99;-70,785476;-33,56295544;1
3867;64;44;0;44;-70,77900484;-33,5630889;1
3868;68;52;7;59;-70,78843255;-33,56297963;1
3869;808;556;31;587;-70,77483668;-33,56462592;1
3870;111;86;12;98;-70,78579061;-33,56321188;1
3871;68;40;5;45;-70,77874076;-33,56340791;1
3872;105;76;8;84;-70,78612132;-33,5634739;1
3873;130;93;21;114;-70,78128791;-33,56369044;1
3874;80;62;0;62;-70,78113682;-33,56324881;1
3875;62;43;0;43;-70,77690126;-33,56337457;1
3876;286;208;21;229;-70,78412371;-33,56452888;1
3877;105;71;9;80;-70,7864425;-33,5637418;1
3878;48;40;5;45;-70,78775376;-33,56356033;1
3879;128;102;15;117;-70,78165811;-33,56397011;1
3880;195;134;7;141;-70,77741802;-33,56438347;1
3881;68;51;11;62;-70,7844785;-33,56383043;1
3882;80;56;6;62;-70,77978647;-33,56385979;1
3883;71;54;4;58;-70,78744223;-33,56383276;1
3884;79;59;9;68;-70,78479698;-33,56408614;1
3885;71;53;7;60;-70,78012401;-33,56440166;1
3886;71;57;7;64;-70,78713891;-33,56409212;1
3887;42;26;0;26;-70,77527449;-33,56421943;1
3888;38;26;0;26;-70,77916106;-33,56424096;1
3889;92;63;8;71;-70,78512045;-33,5643469;1
3890;314;226;36;262;-70,7828066;-33,56523795;1
3891;70;58;6;64;-70,78684432;-33,564349;1
3892;25;18;0;18;-70,76606281;-33,5651857;0
3893;41;25;0;25;-70,77670559;-33,5645196;1
3894;78;59;9;68;-70,78545693;-33,56460299;1
3895;117;75;8;83;-70,77780923;-33,56464075;1
3896;30;17;4;21;-70,77544552;-33,56459024;1
3897;20;16;0;16;-70,78644771;-33,56470658;0
3898;51;31;11;42;-70,77969991;-33,56476236;1
3899;101;69;14;83;-70,78069493;-33,5652124;1
3900;370;254;12;266;-70,7779001;-33,56503199;1
3901;63;47;0;47;-70,77570129;-33,53286643;1
3902;86;65;4;69;-70,78345026;-33,53242934;1
3903;116;93;5;98;-70,77171199;-33,53301074;1
3904;100;74;9;83;-70,78201602;-33,53254809;1
3905;26;17;0;17;-70,79635294;-33,53230744;0
3906;88;65;0;65;-70,7689275;-33,53300244;1
3907;173;136;0;136;-70,79250295;-33,53305068;1
3908;30;20;0;20;-70,79783818;-33,53235289;0
3909;108;78;8;86;-70,79209106;-33,53285168;1
3910;21;18;0;18;-70,76727979;-33,53275505;0
3911;63;43;6;49;-70,77610074;-33,53309074;1
3912;118;80;7;87;-70,79166993;-33,53282207;1
3913;112;79;16;95;-70,78022067;-33,53268069;1
3914;53;44;0;44;-70,79117754;-33,53291464;1
3915;77;59;0;59;-70,79079588;-33,53282897;1
3916;74;44;0;44;-70,79886216;-33,53251178;1
3917;56;45;0;45;-70,79042141;-33,53274298;1
3918;15;12;0;12;-70,79709482;-33,53253028;0
3919;37;31;0;31;-70,7898943;-33,53262695;1
3920;65;42;9;51;-70,77427169;-33,53307921;1
3921;102;74;10;84;-70,77822953;-33,5328135;1
3922;46;35;0;35;-70,77075557;-33,53304555;1
3923;100;79;4;83;-70,76926489;-33,53323553;1
3924;105;89;0;89;-70,78925635;-33,53334732;1
3925;152;112;11;123;-70,78887998;-33,53312772;1
3926;61;49;0;49;-70,76745761;-33,53318757;1
3927;90;73;0;73;-70,78848652;-33,53308179;1
3928;106;78;8;86;-70,78799534;-33,53319241;1
3929;111;87;0;87;-70,78764848;-33,53306258;1
3930;78;64;8;72;-70,77647963;-33,53333544;1
3931;35;23;0;23;-70,7962602;-33,53273231;1
3932;58;41;7;48;-70,78669347;-33,53289795;1
3933;20;12;0;12;-70,7979782;-33,53272863;0
3934;49;32;9;41;-70,77109469;-33,53327968;1
3935;85;67;7;74;-70,77399857;-33,53337282;1
3936;68;54;0;54;-70,78613472;-33,53312156;1
3937;75;62;6;68;-70,769605;-33,53347208;1
3938;16;0;0;0;-70,79741919;-33,53286256;0
3939;141;114;9;123;-70,78436987;-33,53333874;1
3940;90;65;12;77;-70,78380492;-33,53322336;1
3941;56;47;0;47;-70,7678287;-33,53344375;1
3942;39;32;0;32;-70,78302398;-33,5331391;1
3943;109;85;16;101;-70,77727275;-33,53333674;1
3944;48;42;0;42;-70,78973077;-33,53354597;1
3945;53;36;8;44;-70,77143663;-33,53351629;1
3946;153;104;17;121;-70,78470431;-33,5335817;1
3947;25;17;0;17;-70,79662421;-33,53305505;0
3948;101;74;9;83;-70,77372648;-33,53365382;1
3949;69;49;0;49;-70,78161962;-33,53346959;1
3950;108;76;12;88;-70,76997955;-33,53373478;1
3951;55;0;0;0;-70,78104997;-33,53340027;0
3952;101;73;11;84;-70,7686609;-33,53377538;1
3953;15;11;0;11;-70,78058217;-33,53330604;0
3954;55;45;0;45;-70,77971377;-33,533576;1
3955;85;66;6;72;-70,78197784;-33,53369183;1
3956;25;0;0;0;-70,77923075;-33,53346898;0
3957;59;44;10;54;-70,77526856;-33,5336869;1
3958;167;133;14;147;-70,78506132;-33,53380835;1
3959;66;48;5;53;-70,77179696;-33,53377013;1
3960;82;66;9;75;-70,77711874;-33,53377569;1
3961;88;65;5;70;-70,77031963;-33,53396845;1
3962;72;53;10;63;-70,78003768;-33,53381127;1
3963;103;75;15;90;-70,77344674;-33,53394289;1
3964;71;56;4;60;-70,79016037;-33,53375911;1
3965;107;73;10;83;-70,76835146;-33,53404471;1
3966;65;50;10;60;-70,78231686;-33,53392946;1
3967;131;103;10;113;-70,7875887;-33,53402538;1
3968;178;127;5;132;-70,78541899;-33,53404213;1
3969;102;73;8;81;-70,77451887;-33,53414846;1
3970;117;97;11;108;-70,77830417;-33,53438604;1
3971;98;77;7;84;-70,77066175;-33,53419847;1
3972;70;55;8;63;-70,78037775;-33,53405123;1
3973;53;45;0;45;-70,79059437;-33,53381286;1
3974;75;58;7;65;-70,77680308;-33,53410674;1
3975;115;82;15;97;-70,77242951;-33,53438999;1
3976;123;93;11;104;-70,77542127;-33,5344521;1
3977;64;53;7;60;-70,78267604;-33,53418593;1
3978;73;62;0;62;-70,78080952;-33,53427278;1
3979;101;75;5;80;-70,77489761;-33,53437831;1
3980;119;94;6;100;-70,79041649;-33,53428878;1
3981;81;66;0;66;-70,78686476;-33,5340626;1
3982;25;16;0;16;-70,75522164;-33,54073309;0
3983;94;65;14;79;-70,77104646;-33,53448489;1
3984;118;100;6;106;-70,77864731;-33,5346305;1
3985;46;35;0;35;-70,76921798;-33,53440658;1
3986;122;82;8;90;-70,77283269;-33,53462828;1
3987;74;52;8;60;-70,78300368;-33,53441139;1
3988;89;67;11;78;-70,78646999;-33,53426973;1
3989;125;89;14;103;-70,77579649;-33,53470623;1
3990;91;74;8;82;-70,78115188;-33,53451616;1
3991;300;222;19;241;-70,79005104;-33,53471867;1
3992;124;95;8;103;-70,77898417;-33,53486075;1
3993;68;51;0;51;-70,76956119;-33,53464264;1
3994;39;28;4;32;-70,77764459;-33,53454397;1
3995;51;44;0;44;-70,78908285;-33,53436667;1
3996;115;86;8;94;-70,77320927;-33,53484709;1
3997;73;44;8;52;-70,78333282;-33,53464;1
3998;72;58;0;58;-70,78610307;-33,53449085;1
3999;56;42;6;48;-70,79177598;-33,53438135;1
4000;114;88;9;97;-70,77611925;-33,53493208;1
4001;98;80;8;88;-70,78149116;-33,53475068;1
4002;113;101;0;101;-70,77931106;-33,53510754;1
4003;52;39;5;44;-70,76990141;-33,53487384;1
4004;154;127;6;133;-70,7867298;-33,53490976;1
4005;82;59;7;66;-70,78574174;-33,53469457;1
4006;95;65;12;77;-70,78366206;-33,53487484;1
4007;660;443;40;483;-70,77486721;-33,53529868;1
4008;80;60;7;67;-70,78185443;-33,53501066;1
4009;84;58;11;69;-70,78534942;-33,53490941;1
4010;48;37;0;37;-70,77032502;-33,53516291;1
4011;147;116;5;121;-70,78705112;-33,53514864;1
4012;128;98;14;112;-70,77970941;-33,53536958;1
4013;102;75;9;84;-70,77219548;-33,53523385;1
4014;47;26;13;39;-70,78400098;-33,53510802;1
4015;79;57;6;63;-70,77686269;-33,53522802;1
4016;80;60;0;60;-70,78218029;-33,5352389;1
4017;142;114;9;123;-70,78005295;-33,53560741;1
4018;121;97;6;103;-70,78879976;-33,53543539;1
4019;43;28;0;28;-70,79123734;-33,53495485;1
4020;108;90;8;98;-70,77189937;-33,5355023;1
4021;52;40;0;40;-70,79080661;-33,535076;1
4022;83;63;8;71;-70,78435946;-33,53535877;1
4023;86;65;6;71;-70,77722922;-33,53546264;1
4024;99;65;12;77;-70,78312529;-33,53541795;1
