id;total_personas;personas15_65;personas65;padron;long;lat;urbano
1569;400;262;73;335;-70,77476343;-33,4986607;1
1570;89;63;10;73;-70,73779797;-33,49816509;1
1571;40;26;0;26;-70,75199303;-33,49806711;1
1572;104;71;8;79;-70,73896423;-33,49815811;1
1573;34;28;0;28;-70,7348826;-33,4982494;1
1574;163;115;26;141;-70,77752637;-33,49795834;1
1575;35;25;7;32;-70,74506566;-33,49814339;1
1576;117;75;29;104;-70,75078091;-33,4982528;1
1577;103;75;14;89;-70,74237717;-33,49826381;1
1578;98;68;12;80;-70,77414199;-33,49879952;1
1579;138;88;21;109;-70,77794619;-33,49808162;1
1580;173;137;5;142;-70,73589077;-33,4985175;1
1581;123;89;15;104;-70,73999669;-33,49880999;1
1582;90;58;18;76;-70,76600884;-33,4982321;1
1583;105;66;15;81;-70,76650435;-33,49823908;1
1584;100;80;4;84;-70,73788822;-33,49844431;1
1585;89;65;8;73;-70,76699474;-33,49824885;1
1586;112;71;23;94;-70,77837134;-33,4982026;1
1587;77;43;17;60;-70,77356978;-33,49852961;1
1588;118;90;16;106;-70,73881834;-33,49899781;1
1589;91;54;17;71;-70,76791203;-33,49826991;1
1590;73;45;18;63;-70,76847586;-33,49828113;1
1591;338;229;49;278;-70,74720906;-33,49906545;1
1592;106;70;16;86;-70,77526476;-33,49817642;1
1593;31;19;7;26;-70,76186694;-33,49829957;1
1594;86;56;13;69;-70,74238514;-33,49868682;1
1595;208;150;10;160;-70,73611682;-33,49876735;1
1596;93;62;21;83;-70,77244624;-33,49849921;1
1597;38;22;0;22;-70,76452371;-33,49837599;1
1598;44;25;13;38;-70,76504515;-33,49838941;1
1599;57;33;0;33;-70,76551204;-33,49840129;1
1600;107;81;10;91;-70,73803488;-33,4988017;1
1601;64;39;12;51;-70,73958195;-33,49907339;1
1602;16;0;0;0;-70,74416987;-33,49920474;0
1603;204;167;9;176;-70,73623771;-33,49901471;1
1604;66;45;11;56;-70,73923986;-33,49915088;1
1605;139;92;25;117;-70,75080984;-33,49898124;1
1606;31;17;0;17;-70,75219996;-33,49863949;0
1607;251;173;4;177;-70,78936505;-33,49937638;1
1608;0;0;0;0;-70,78092269;-33,49943974;0
1609;200;158;7;165;-70,73632036;-33,4992751;1
1610;448;325;54;379;-70,75886525;-33,49920579;1
1611;75;55;5;60;-70,73851027;-33,49929018;1
1612;115;70;27;97;-70,74915179;-33,49926798;1
1613;233;136;58;194;-70,7611831;-33,49923656;1
1614;118;81;22;103;-70,77665523;-33,49888639;1
1615;76;50;14;64;-70,77747406;-33,49888655;1
1616;68;55;8;63;-70,73815165;-33,49934733;1
1617;128;82;20;102;-70,77623604;-33,49892813;1
1618;135;78;35;113;-70,76313711;-33,49927932;1
1619;67;44;12;56;-70,77296587;-33,49920917;1
1620;90;57;7;64;-70,73778446;-33,49940673;1
1621;148;86;30;116;-70,77583074;-33,49896871;1
1622;75;51;14;65;-70,77128976;-33,49919727;1
1623;123;77;22;99;-70,7525614;-33,49948798;1
1624;98;62;23;85;-70,75358338;-33,49960431;1
1625;284;172;60;232;-70,76543287;-33,4991533;1
1626;141;83;33;116;-70,77538177;-33,49901246;1
1627;87;59;19;78;-70,75439874;-33,49959088;1
1628;152;98;32;130;-70,75604043;-33,49962376;1
1629;191;143;7;150;-70,73642212;-33,49954291;1
1630;82;55;0;55;-70,76717078;-33,49897702;1
1631;62;44;12;56;-70,7681641;-33,49900311;1
1632;36;21;0;21;-70,77076631;-33,49929206;1
1633;149;89;26;115;-70,77831003;-33,49933074;1
1634;27;16;5;21;-70,77222093;-33,49910238;1
1635;101;67;23;90;-70,7509721;-33,49982278;1
1636;73;44;19;63;-70,76963723;-33,49948186;1
1637;215;160;12;172;-70,73651526;-33,4998568;1
1638;133;72;44;116;-70,7448017;-33,5007848;1
1639;123;88;12;100;-70,74034127;-33,50022072;1
1640;250;158;53;211;-70,74671487;-33,50003352;1
1641;83;61;5;66;-70,76715884;-33,4993869;1
1642;67;43;7;50;-70,74927119;-33,50005479;1
1643;58;37;10;47;-70,76806027;-33,49946525;1
1644;81;59;8;67;-70,73826468;-33,49984674;1
1645;111;68;16;84;-70,73989129;-33,50035368;1
1646;47;28;11;39;-70,74426185;-33,50006704;1
1647;114;82;22;104;-70,73955319;-33,50044962;1
1648;131;84;26;110;-70,7392153;-33,50055464;1
1649;91;54;18;72;-70,77391761;-33,49953976;1
1650;64;47;10;57;-70,77214796;-33,49955229;1
1651;88;57;17;74;-70,73732983;-33,5003312;1
1652;77;49;15;64;-70,77744145;-33,49960213;1
1653;76;44;11;55;-70,77786315;-33,49961558;1
1654;80;55;17;72;-70,74315009;-33,50030932;1
1655;53;29;18;47;-70,76618646;-33,50000367;1
1656;69;57;0;57;-70,7383258;-33,50015407;1
1657;194;134;26;160;-70,73691652;-33,50097671;1
1658;48;32;12;44;-70,76982134;-33,49995273;1
1659;154;104;27;131;-70,76526631;-33,5001541;1
1660;19;12;0;12;-70,76709088;-33,49983538;0
1661;509;338;9;347;-70,79463272;-33,49985609;1
1662;155;102;14;116;-70,76840835;-33,50028499;1
1663;188;136;17;153;-70,73632589;-33,50102927;1
1664;16;10;0;10;-70,75810317;-33,5000907;0
1665;120;87;23;110;-70,75951446;-33,50055969;1
1666;373;257;56;313;-70,76114205;-33,50057986;1
1667;175;115;0;115;-70,78750276;-33,50053548;1
1668;86;52;17;69;-70,76783225;-33,50039326;1
1669;148;105;18;123;-70,76306617;-33,50061214;1
1670;83;61;8;69;-70,73840487;-33,50046326;1
1671;65;42;12;54;-70,77102911;-33,50000217;1
1672;52;26;15;41;-70,74785023;-33,50042244;1
1673;53;33;9;42;-70,7721454;-33,50009866;1
1674;89;66;14;80;-70,77295412;-33,50037109;1
1675;95;60;18;78;-70,77393967;-33,50004861;1
1676;59;37;13;50;-70,74355917;-33,50070071;1
1677;45;31;6;37;-70,77490844;-33,50002347;1
1678;41;24;9;33;-70,76725091;-33,50048331;1
1679;75;43;22;65;-70,74643671;-33,50056297;1
1680;134;90;27;117;-70,7525806;-33,50131881;1
1681;214;141;33;174;-70,75102839;-33,50082816;1
1682;76;42;22;64;-70,77739939;-33,50025124;1
1683;639;401;135;536;-70,75628061;-33,50193742;1
1684;35;25;0;25;-70,76451933;-33,50031703;1
1685;143;87;26;113;-70,77781347;-33,50043539;1
1686;145;104;23;127;-70,75495104;-33,50116692;1
1687;77;57;4;61;-70,77825713;-33,50028838;1
1688;73;56;10;66;-70,73847795;-33,50076991;1
1689;101;65;0;65;-70,78709233;-33,50056694;1
1690;27;20;4;24;-70,74287018;-33,50154399;1
1691;195;137;31;168;-70,74936267;-33,50105058;1
1692;178;106;44;150;-70,77018059;-33,5005606;1
1693;161;88;49;137;-70,76568902;-33,50100888;1
1694;49;34;7;41;-70,77496178;-33,50037022;1
1695;96;61;15;76;-70,73754762;-33,50129891;1
1696;83;47;20;67;-70,77431712;-33,50058695;1
1697;41;24;9;33;-70,74841271;-33,50100909;1
1698;52;32;12;44;-70,77363991;-33,50059186;1
1699;235;144;54;198;-70,74757402;-33,5015447;1
1700;72;44;0;44;-70,73894962;-33,50115698;1
1701;80;52;13;65;-70,77214338;-33,50063866;1
1702;37;31;0;31;-70,74041812;-33,50134438;1
1703;118;78;0;78;-70,78820855;-33,50073511;1
1704;259;153;56;209;-70,74580058;-33,50235169;1
1705;52;36;7;43;-70,73859463;-33,50125353;1
1706;137;91;0;91;-70,78853832;-33,50082785;1
1707;73;51;0;51;-70,78085479;-33,50062137;1
1708;66;48;10;58;-70,73823489;-33,50134734;1
1709;129;89;0;89;-70,79508995;-33,50055478;1
1710;119;81;4;85;-70,78886045;-33,50091715;1
1711;31;0;0;0;-70,77500301;-33,50071475;0
1712;92;65;16;81;-70,74477155;-33,50159254;1
1713;102;66;24;90;-70,75324956;-33,5016191;1
1714;96;57;18;75;-70,77735986;-33,50094647;1
1715;108;64;26;90;-70,77653699;-33,50097131;1
1716;129;87;0;87;-70,78918338;-33,50100829;1
1717;68;50;11;61;-70,77612211;-33,50101515;1
1718;107;56;25;81;-70,77822098;-33,50098315;1
1719;130;74;28;102;-70,77566834;-33,50105137;1
1720;133;97;0;97;-70,78950536;-33,50109684;1
1721;108;75;7;82;-70,78208648;-33,5009641;1
1722;71;55;7;62;-70,73980721;-33,50168006;1
1723;60;36;15;51;-70,76646133;-33,50132707;1
1724;129;91;0;91;-70,78982847;-33,50118336;1
1725;58;35;0;35;-70,78104324;-33,50112981;1
1726;82;50;26;76;-70,7511907;-33,50157325;1
1727;87;57;9;66;-70,76771216;-33,50169363;1
1728;84;64;7;71;-70,73948389;-33,50180883;1
1729;82;56;11;67;-70,76840696;-33,50151735;1
1730;71;52;0;52;-70,79034862;-33,50136953;1
1731;105;64;27;91;-70,76914435;-33,5015817;1
1732;142;93;14;107;-70,77020602;-33,50120913;1
1733;140;86;28;114;-70,7712438;-33,50177394;1
1734;25;13;0;13;-70,77191682;-33,50116877;0
1735;36;19;12;31;-70,77246844;-33,501416;1
1736;396;277;7;284;-70,79503074;-33,50091211;1
1737;58;42;0;42;-70,77511171;-33,5011152;1
1738;26;18;0;18;-70,77300198;-33,50117492;0
1739;59;35;15;50;-70,77365257;-33,50118454;1
1740;49;35;0;35;-70,7743616;-33,50118948;1
1741;85;67;0;67;-70,73916234;-33,50193267;1
1742;53;31;5;36;-70,74825775;-33,50159654;1
1743;82;52;5;57;-70,78181559;-33,50122687;1
1744;108;74;28;102;-70,75853742;-33,50229101;1
1745;81;63;11;74;-70,73883361;-33,5020366;1
1746;102;65;18;83;-70,74180512;-33,50236264;1
1747;396;295;52;347;-70,76107524;-33,50247015;1
1748;78;51;19;70;-70,74953392;-33,5018656;1
1749;32;22;7;29;-70,77503936;-33,50144919;1
1750;593;435;68;503;-70,76301037;-33,50250286;1
1751;93;68;6;74;-70,73847611;-33,50218472;1
1752;147;102;16;118;-70,73729907;-33,50219386;1
1753;46;36;0;36;-70,79428647;-33,50120238;1
1754;134;80;32;112;-70,74332659;-33,50246124;1
1755;40;30;0;30;-70,7949489;-33,5013106;1
1756;72;39;20;59;-70,74498162;-33,50216502;1
1757;180;126;24;150;-70,76453195;-33,50253849;1
1758;28;20;0;20;-70,77191709;-33,50163753;0
1759;95;58;24;82;-70,77731788;-33,50171861;1
1760;127;84;23;107;-70,75126347;-33,50210703;1
1761;36;25;8;33;-70,7730036;-33,50164182;1
1762;124;77;21;98;-70,77665642;-33,50180638;1
1763;93;59;12;71;-70,77403824;-33,50166654;1
1764;45;27;12;39;-70,7698615;-33,5019112;1
1765;101;53;26;79;-70,77817715;-33,50176082;1
1766;84;57;0;57;-70,79558636;-33,50140655;1
1767;66;40;11;51;-70,77057305;-33,50197443;1
1768;100;58;17;75;-70,77623503;-33,50184455;1
1769;133;81;29;110;-70,77578389;-33,50188588;1
1770;186;128;0;128;-70,78897756;-33,50169569;1
1771;75;51;4;55;-70,79622827;-33,50150805;1
1772;62;37;15;52;-70,74131308;-33,50274448;1
1773;47;32;0;32;-70,79654829;-33,50159784;1
1774;191;129;30;159;-70,76660682;-33,50272742;1
1775;121;95;10;105;-70,77519171;-33,5024725;1
1776;112;72;6;78;-70,79161251;-33,50218629;1
1777;84;62;14;76;-70,74961055;-33,50241124;1
1778;52;31;11;42;-70,75498276;-33,5024032;1
1779;104;72;0;72;-70,78333288;-33,50206819;1
1780;193;127;0;127;-70,78890851;-33,50197308;1
1781;176;113;8;121;-70,78945561;-33,50452355;1
1782;49;27;12;39;-70,75423703;-33,50245814;1
1783;0;0;0;0;-70,7374481;-33,50270351;0
1784;131;86;21;107;-70,77770972;-33,50227005;1
1785;49;27;11;38;-70,77191608;-33,50225251;1
1786;109;76;0;76;-70,79480154;-33,50176311;1
1787;70;40;22;62;-70,77272689;-33,50213133;1
1788;202;127;8;135;-70,78747926;-33,50253205;1
1789;59;43;0;43;-70,74538051;-33,50266677;1
1790;119;65;34;99;-70,74364415;-33,50290725;1
1791;221;151;0;151;-70,79229845;-33,50241881;1
1792;140;110;10;120;-70,76767047;-33,50282628;1
1793;190;134;0;134;-70,78467051;-33,50264885;1
1794;60;34;16;50;-70,77356075;-33,50226806;1
1795;17;11;0;11;-70,77404808;-33,50226995;0
1796;45;26;10;36;-70,77454155;-33,50226151;1
1797;219;157;6;163;-70,79262051;-33,50248646;1
1798;38;28;0;28;-70,77531829;-33,50211178;1
1799;398;258;87;345;-70,75091065;-33,50329531;1
1800;53;35;10;45;-70,74763455;-33,50270782;1
1801;242;159;5;164;-70,79294788;-33,50254473;1
1802;54;34;11;45;-70,74087466;-33,50304244;1
1803;229;153;0;153;-70,78561794;-33,50273048;1
1804;239;166;7;173;-70,78687266;-33,50319677;1
1805;243;162;5;167;-70,79327274;-33,50260712;1
1806;44;26;13;39;-70,74487667;-33,5028805;1
1807;117;79;21;100;-70,7683679;-33,50289452;1
1808;229;161;5;166;-70,7963496;-33,50199714;1
1809;34;27;5;32;-70,74843637;-33,5026852;1
1810;35;22;0;22;-70,74705063;-33,50281485;1
1811;130;98;4;102;-70,78883254;-33,50224934;1
1812;111;66;23;89;-70,75954428;-33,50296056;1
1813;261;164;0;164;-70,79359946;-33,50266129;1
1814;141;103;0;103;-70,79036954;-33,50270612;1
1815;241;156;0;156;-70,79392096;-33,50272265;1
1816;48;33;11;44;-70,77727541;-33,50242538;1
1817;59;40;12;52;-70,75293882;-33,50303213;1
1818;12;0;0;0;-70,75462077;-33,50264735;0
1819;67;41;15;56;-70,77813607;-33,50246178;1
1820;32;19;0;19;-70,74037492;-33,50306671;0
1821;209;138;0;138;-70,79419901;-33,50288936;1
1822;73;48;0;48;-70,78706085;-33,50255993;1
1823;62;44;0;44;-70,79510523;-33,50226676;1
1824;86;61;13;74;-70,74401036;-33,50326406;1
1825;90;53;0;53;-70,78344324;-33,50257513;1
1826;85;61;0;61;-70,7851571;-33,50266224;1
1827;72;54;0;54;-70,79542912;-33,50232946;1
1828;89;56;0;56;-70,79025439;-33,50237509;1
1829;37;21;10;31;-70,73996023;-33,50323266;1
1830;157;112;4;116;-70,79566581;-33,50266738;1
1831;36;18;12;30;-70,74634;-33,5030618;1
1832;48;28;0;28;-70,78610697;-33,50239715;1
1833;179;100;50;150;-70,74166021;-33,5034766;1
1834;134;82;26;108;-70,74938042;-33,50363497;1
1835;155;109;0;109;-70,79598856;-33,50272705;1
1836;31;18;8;26;-70,76554013;-33,50278841;1
1837;142;93;0;93;-70,79631206;-33,50279123;1
1838;47;30;6;36;-70,74853277;-33,50320413;1
1839;117;74;27;101;-70,74472225;-33,50359122;1
1840;167;107;0;107;-70,79662937;-33,50286337;1
1841;45;27;8;35;-70,73934778;-33,50331803;1
1842;176;120;6;126;-70,79694385;-33,50292631;1
1843;48;32;0;32;-70,79470012;-33,50278905;1
1844;45;30;8;38;-70,77191542;-33,50322181;1
1845;66;43;11;54;-70,74785299;-33,50366009;1
1846;127;75;33;108;-70,77246712;-33,50355611;1
1847;21;16;0;16;-70,79733944;-33,50281818;0
1848;33;18;10;28;-70,77299865;-33,50295166;1
1849;57;34;13;47;-70,77356191;-33,50304114;1
1850;35;22;5;27;-70,774106;-33,5030403;1
1851;82;51;13;64;-70,73888269;-33,50378718;1
1852;51;35;9;44;-70,77465976;-33,50304671;1
1853;508;351;52;403;-70,77537848;-33,50408563;1
1854;51;27;5;32;-70,78611573;-33,50273256;1
1855;763;531;23;554;-70,78020781;-33,50479512;1
1856;36;21;0;21;-70,74670263;-33,50352081;1
1857;53;31;10;41;-70,74038067;-33,50361146;1
1858;70;40;22;62;-70,77723756;-33,50313103;1
1859;89;62;14;76;-70,77766323;-33,50314659;1
1860;122;77;29;106;-70,73790138;-33,5036715;1
1861;69;36;24;60;-70,77809982;-33,50316324;1
1862;59;34;16;50;-70,73934309;-33,50389314;1
1863;48;25;14;39;-70,74215705;-33,50384273;1
1864;56;33;16;49;-70,74880695;-33,50396436;1
1865;56;38;0;38;-70,78109244;-33,50341787;1
1866;70;51;0;51;-70,78152357;-33,50345861;1
1867;192;116;51;167;-70,74431643;-33,50460495;1
1868;85;63;13;76;-70,73801071;-33,50399505;1
1869;53;37;8;45;-70,77300296;-33,50345613;1
1870;764;532;49;581;-70,77635714;-33,50426584;1
1871;234;157;37;194;-70,75122703;-33,50535152;1
1872;89;58;0;58;-70,79436842;-33,50335315;1
1873;202;146;39;185;-70,75316125;-33,50406637;1
1874;24;0;0;0;-70,74168995;-33,50405132;0
1875;43;35;0;35;-70,74733848;-33,50406443;1
1876;94;68;13;81;-70,77116126;-33,50382217;1
1877;151;95;32;127;-70,74248194;-33,5043902;1
1878;206;138;28;166;-70,75570404;-33,50454634;1
1879;105;75;0;75;-70,79466995;-33,50343866;1
1880;48;29;10;39;-70,74657157;-33,5040341;1
1881;187;134;24;158;-70,77373981;-33,50371587;1
1882;50;30;0;30;-70,79731487;-33,50326436;1
1883;209;144;5;149;-70,79222248;-33,50345397;1
1884;95;68;0;68;-70,79499062;-33,50351109;1
1885;87;60;22;82;-70,75950841;-33,50457214;1
1886;138;82;34;116;-70,76058708;-33,50458161;1
1887;175;129;28;157;-70,76147707;-33,50456849;1
1888;52;29;15;44;-70,76214282;-33,50409831;1
1889;38;23;7;30;-70,74118242;-33,50426783;1
1890;286;172;71;243;-70,76239353;-33,5050305;1
1891;113;71;26;97;-70,73810446;-33,50428184;1
1892;123;81;25;106;-70,76496973;-33,50386735;1
1893;196;132;36;168;-70,74073102;-33,50465859;1
1894;35;25;0;25;-70,76657224;-33,50458263;1
1895;186;129;25;154;-70,76762668;-33,504579;1
1896;79;45;16;61;-70,72889249;-33,47340095;1
1897;142;106;14;120;-70,74944345;-33,47285212;1
1898;65;45;7;52;-70,72583653;-33,4733291;1
1899;88;62;12;74;-70,7347363;-33,47367591;1
1900;79;56;11;67;-70,72507833;-33,47352665;1
1901;143;118;9;127;-70,75364321;-33,4733403;1
1902;88;70;8;78;-70,74783173;-33,47296737;1
1903;71;52;13;65;-70,72780939;-33,47348666;1
1904;176;135;12;147;-70,75330689;-33,47336606;1
1905;147;115;13;128;-70,75297214;-33,47339447;1
1906;186;135;16;151;-70,75264181;-33,47341728;1
1907;71;48;10;58;-70,7372005;-33,47347227;1
1908;180;135;13;148;-70,7523135;-33,47343912;1
1909;146;106;18;124;-70,74443751;-33,47311054;1
1910;77;52;8;60;-70,74653981;-33,47305989;1
1911;86;56;14;70;-70,72920919;-33,47360987;1
1912;54;39;10;49;-70,72666401;-33,47346421;1
1913;108;84;8;92;-70,75442649;-33,47299333;1
1914;70;49;10;59;-70,74001686;-33,4733772;1
1915;125;87;15;102;-70,74230304;-33,47353739;1
1916;94;76;7;83;-70,74949442;-33,47310967;1
1917;55;44;7;51;-70,73562988;-33,47344928;1
1918;84;54;16;70;-70,72481027;-33,47376598;1
1919;96;75;5;80;-70,74786064;-33,47322408;1
1920;63;41;12;53;-70,7368012;-33,47369746;1
1921;153;117;13;130;-70,74082806;-33,47436237;1
1922;63;45;9;54;-70,72387115;-33,473766;1
1923;73;44;17;61;-70,73005752;-33,47383413;1
1924;73;47;17;64;-70,72755602;-33,4737937;1
1925;97;69;4;73;-70,74653723;-33,47332027;1
1926;35;24;6;30;-70,7317461;-33,47384573;1
1927;53;37;11;48;-70,72616618;-33,47383477;1
1928;80;59;0;59;-70,75440862;-33,47326078;1
1929;124;93;14;107;-70,74248178;-33,47382745;1
1930;150;113;18;131;-70,74441061;-33,47343392;1
1931;123;91;6;97;-70,74951253;-33,47336943;1
1932;59;39;7;46;-70,72697334;-33,47390727;1
1933;65;48;7;55;-70,73546246;-33,47377386;1
1934;60;40;12;52;-70,72358483;-33,47401697;1
1935;60;45;0;45;-70,73819553;-33,4738915;1
1936;115;91;5;96;-70,74789846;-33,47348066;1
1937;59;40;11;51;-70,73225182;-33,47410161;1
1938;92;60;11;71;-70,72869544;-33,47406847;1
1939;92;64;10;74;-70,74654315;-33,47358225;1
1940;30;21;6;27;-70,72942684;-33,47394237;1
1941;62;41;16;57;-70,72425638;-33,47418996;1
1942;79;52;18;70;-70,72540883;-33,47416132;1
1943;64;52;0;52;-70,75439243;-33,47352509;1
1944;130;102;11;113;-70,74955253;-33,47362537;1
1945;77;58;9;67;-70,73268344;-33,47432677;1
1946;136;101;17;118;-70,74441373;-33,47375761;1
1947;92;67;16;83;-70,74260556;-33,47415653;1
1948;106;87;6;93;-70,74792535;-33,47373667;1
1949;58;40;12;52;-70,73742696;-33,47411272;1
1950;59;40;12;52;-70,73527844;-33,47409042;1
1951;79;51;15;66;-70,72570119;-33,47436743;1
1952;138;113;8;121;-70,75129533;-33,47375463;1
1953;78;51;18;69;-70,7245502;-33,47440425;1
1954;83;66;7;73;-70,74655097;-33,47384303;1
1955;56;37;13;50;-70,72689233;-33,47433604;1
1956;62;43;6;49;-70,72833374;-33,4743019;1
1957;68;43;8;51;-70,72289738;-33,47472368;1
1958;75;58;0;58;-70,73314319;-33,47455826;1
1959;73;53;9;62;-70,73678196;-33,47440458;1
1960;75;58;0;58;-70,75437804;-33,47379086;1
1961;119;96;8;104;-70,74958485;-33,47388367;1
1962;80;56;17;73;-70,7265434;-33,47458015;1
1963;107;89;5;94;-70,74796402;-33,47399508;1
1964;41;0;0;0;-70,74521026;-33,47417049;0
1965;52;38;10;48;-70,74563851;-33,47441656;1
1966;45;37;4;41;-70,7447859;-33,47421003;1
1967;29;16;9;25;-70,73054429;-33,47434645;1
1968;73;55;6;61;-70,74442728;-33,47446157;1
1969;60;48;8;56;-70,73585804;-33,47446698;1
1970;73;60;7;67;-70,74403844;-33,47447922;1
1971;82;64;11;75;-70,73357599;-33,47478943;1
1972;140;103;11;114;-70,75132393;-33,47401617;1
1973;56;42;8;50;-70,74363207;-33,47450484;1
1974;54;37;8;45;-70,73509885;-33,47440236;1
1975;91;70;12;82;-70,74653671;-33,47410228;1
1976;112;81;19;100;-70,73890722;-33,4747893;1
1977;53;36;7;43;-70,74302473;-33,4743975;1
1978;124;94;7;101;-70,74962665;-33,47413424;1
1979;79;61;4;65;-70,75436176;-33,47409019;1
1980;167;118;18;136;-70,75306245;-33,47418566;1
1981;67;46;11;57;-70,72825696;-33,47474558;1
1982;53;31;10;41;-70,72974372;-33,47455713;1
1983;88;60;13;73;-70,72523516;-33,47483634;1
1984;88;60;12;72;-70,72628638;-33,47483634;1
1985;101;76;15;91;-70,73400104;-33,47499923;1
1986;117;88;10;98;-70,7479975;-33,47425514;1
1987;96;68;14;82;-70,72369776;-33,47493276;1
1988;63;48;10;58;-70,7376564;-33,47473549;1
1989;127;96;15;111;-70,7513562;-33,47431074;1
1990;69;45;10;55;-70,72885444;-33,47490903;1
1991;115;85;6;91;-70,74654882;-33,47435796;1
1992;105;77;12;89;-70,73846611;-33,47504587;1
1993;119;87;12;99;-70,74966188;-33,47442803;1
1994;58;41;10;51;-70,7349037;-33,47474934;1
1995;725;562;38;600;-70,75578712;-33,47549955;1
1996;50;34;11;45;-70,74248368;-33,4747566;1
1997;55;39;9;48;-70,72926983;-33,47501391;1
1998;63;38;11;49;-70,7277876;-33,47492385;1
1999;76;48;10;58;-70,73035265;-33,47496998;1
2000;71;45;16;61;-70,7249661;-33,47508678;1
2001;98;71;12;83;-70,74803606;-33,47455532;1
2002;68;42;14;56;-70,73206431;-33,47515089;1
2003;69;52;7;59;-70,72975046;-33,475002;1
2004;70;53;4;57;-70,75486775;-33,4748097;1
2005;74;53;0;53;-70,75442326;-33,47476164;1
2006;93;69;9;78;-70,73650097;-33,47495629;1
2007;97;71;12;83;-70,74655161;-33,47466401;1
2008;53;40;5;45;-70,74501746;-33,47471967;1
2009;163;120;11;131;-70,75267747;-33,47465989;1
2010;82;56;14;70;-70,72754862;-33,47524597;1
2011;12;0;0;0;-70,74304383;-33,47486673;0
2012;99;69;9;78;-70,73473263;-33,47506798;1
2013;61;42;11;53;-70,72581628;-33,47532535;1
2014;1329;971;99;1070;-70,75258352;-33,47830242;1
2015;51;37;6;43;-70,73736148;-33,47512045;1
2016;106;80;8;88;-70,73532998;-33,47542197;1
2017;75;52;5;57;-70,72853455;-33,47538389;1
2018;56;39;9;48;-70,74863103;-33,47516597;1
2019;70;52;12;64;-70,7362427;-33,47527617;1
2020;74;61;5;66;-70,74818812;-33,47519444;1
2021;61;42;12;54;-70,72612622;-33,4755456;1
2022;114;79;16;95;-70,72730567;-33,47550387;1
2023;39;30;6;36;-70,72367041;-33,47538993;1
2024;60;48;5;53;-70,74778207;-33,47522436;1
2025;63;41;10;51;-70,7473776;-33,47524759;1
2026;131;84;18;102;-70,74656468;-33,47530549;1
2027;64;50;8;58;-70,73822247;-33,4754633;1
2028;56;37;10;47;-70,74619183;-33,47533379;1
2029;63;45;5;50;-70,73455165;-33,47538872;1
